date,type,rate,amount,total
2018-01-21 00:00:30,sell,0.00468253,1.82090000,0.00852641
2018-01-21 00:01:16,buy,0.00469000,0.84878891,0.00398081
2018-01-21 00:05:15,buy,0.00469000,0.27028869,0.00126765
2018-01-21 00:09:21,buy,0.00470900,0.20757854,0.00097748
2018-01-21 00:11:03,sell,0.00468253,5.62791206,0.02635286
2018-01-21 00:15:07,buy,0.00470900,0.08891109,0.00041868
2018-01-21 00:16:59,sell,0.00468262,2.96644949,0.01389075
2018-01-21 00:17:07,buy,0.00470900,0.23373752,0.00110066
2018-01-21 00:20:54,buy,0.00470900,0.36727610,0.00172950
2018-01-21 00:20:54,buy,0.00470900,0.18783068,0.00088449
2018-01-21 00:20:56,sell,0.00470900,0.03760000,0.00017705
2018-01-21 00:21:03,sell,0.00470901,0.03760000,0.00017705
2018-01-21 00:21:23,sell,0.00470901,1.06335288,0.00500733
2018-01-21 00:25:59,buy,0.00472512,23.86979489,0.11278764
2018-01-21 00:28:51,sell,0.00472516,0.03760000,0.00017766
2018-01-21 00:28:52,buy,0.00472519,0.11085170,0.00052379
2018-01-21 00:28:52,buy,0.00473797,5.19914830,0.02463340
2018-01-21 00:28:54,sell,0.00472516,0.03760000,0.00017766
2018-01-21 00:29:54,sell,0.00472516,0.03760000,0.00017766
2018-01-21 00:30:54,buy,0.00473760,3.20597932,0.01518864
2018-01-21 00:35:07,buy,0.00473797,0.10773601,0.00051044
2018-01-21 00:38:28,sell,0.00472532,0.02116259,0.00010000
2018-01-21 00:41:09,sell,0.00472532,0.01537738,0.00007266
2018-01-21 00:41:29,sell,0.00472516,0.94720000,0.00447567
2018-01-21 00:41:35,sell,0.00470900,0.44316539,0.00208686
2018-01-21 00:52:09,buy,0.00470997,0.70668099,0.00332844
2018-01-21 00:56:53,sell,0.00470900,1.68187470,0.00791994
2018-01-21 00:58:12,sell,0.00468267,11.28080200,0.05282427
2018-01-21 00:58:12,sell,0.00468267,9.61227477,0.04501111
2018-01-21 00:58:12,sell,0.00468264,1.02057888,0.00477900
2018-01-21 00:58:12,sell,0.00468260,7.72667635,0.03618093
2018-01-21 00:58:13,buy,0.00468267,20.89223058,0.09783142
2018-01-21 00:58:14,buy,0.00468264,7.80000000,0.03652459
2018-01-21 00:58:15,sell,0.00468260,2.53226854,0.01185760
2018-01-21 00:58:15,sell,0.00468260,0.00127806,0.00000598
2018-01-21 00:58:15,sell,0.00468253,18.35703437,0.08595736
2018-01-21 00:58:16,buy,0.00468264,3.14587098,0.01473098
2018-01-21 00:58:16,sell,0.00468264,0.00084518,0.00000395
2018-01-21 00:58:23,buy,0.00468263,50.12531328,0.23471829
2018-01-21 00:58:23,buy,0.00468263,7.80000000,0.03652451
2018-01-21 00:58:26,buy,0.00468263,3.62000000,0.01695112
2018-01-21 00:58:31,buy,0.00468260,50.12531328,0.23471679
2018-01-21 00:58:32,sell,0.00468253,0.00249566,0.00001168
2018-01-21 00:58:32,sell,0.00467806,0.03690905,0.00017266
2018-01-21 01:01:06,buy,0.00468160,1.06800181,0.00499995
2018-01-21 01:05:49,buy,0.00467958,38.79699248,0.18155363
2018-01-21 01:05:49,buy,0.00467958,0.00400752,0.00001875
2018-01-21 01:05:49,buy,0.00467959,2.48096041,0.01160987
2018-01-21 01:05:53,buy,0.00467957,8.46000000,0.03958916
2018-01-21 01:05:53,buy,0.00467957,10.02378367,0.04690699
2018-01-21 01:05:54,buy,0.00467957,8.45240681,0.03955362
2018-01-21 01:06:01,sell,0.00468100,4.00980301,0.01876988
2018-01-21 01:06:01,sell,0.00468100,0.81019699,0.00379253
2018-01-21 01:06:01,buy,0.00468100,1.00250627,0.00469273
2018-01-21 01:07:32,buy,0.00468100,0.00146162,0.00000684
2018-01-21 01:07:33,buy,0.00468267,0.00084619,0.00000396
2018-01-21 01:07:33,buy,0.00470885,1.00019845,0.00470978
2018-01-21 01:15:17,sell,0.00467806,0.00000001,0.00000000
2018-01-21 01:28:48,sell,0.00463143,2.02393115,0.00937369
2018-01-21 01:30:30,sell,0.00464178,0.41087120,0.00190717
2018-01-21 01:33:36,sell,0.00464181,2.16039236,0.01002813
2018-01-21 01:33:43,sell,0.00464184,13.41780848,0.06228332
2018-01-21 01:38:26,buy,0.00467806,0.15699242,0.00073441
2018-01-21 01:40:13,sell,0.00465938,5.62415393,0.02620507
2018-01-21 01:40:43,sell,0.00466463,7.80000000,0.03638411
2018-01-21 01:40:47,sell,0.00466463,5.29000000,0.02467589
2018-01-21 01:49:16,sell,0.00466460,0.11225818,0.00052363
2018-01-21 01:49:16,sell,0.00463159,1.10868322,0.00513496
2018-01-21 01:56:14,buy,0.00467806,1.41255136,0.00660800
2018-01-21 02:08:33,buy,0.00467751,50.47993670,0.23612040
2018-01-21 02:08:33,buy,0.00467754,26.99552544,0.12627265
2018-01-21 02:08:44,buy,0.00467806,1.72018217,0.00804711
2018-01-21 02:13:27,buy,0.00469509,2.16385276,0.01015948
2018-01-21 02:13:28,buy,0.00470884,2.16385300,0.01018923
2018-01-21 02:23:03,sell,0.00467810,23.47307105,0.10980937
2018-01-21 02:30:18,sell,0.00467813,64.19978974,0.30033496
2018-01-21 02:30:30,sell,0.00467806,0.65934000,0.00308443
2018-01-21 02:30:52,sell,0.00467806,0.00036509,0.00000170
2018-01-21 02:30:52,sell,0.00467803,8.99963491,0.04210056
2018-01-21 02:30:52,sell,0.00467803,49.99995000,0.23390126
2018-01-21 02:30:52,sell,0.00467803,5.96000000,0.02788105
2018-01-21 02:30:54,sell,0.00467803,1.96000000,0.00916893
2018-01-21 02:31:00,sell,0.00467803,9.00000000,0.04210227
2018-01-21 02:31:08,sell,0.00467803,9.00000000,0.04210227
2018-01-21 02:31:10,sell,0.00467809,21.58839000,0.10099243
2018-01-21 02:31:21,sell,0.00467809,0.00440479,0.00002060
2018-01-21 02:31:21,sell,0.00467803,1.57559521,0.00737068
2018-01-21 02:31:21,sell,0.00467803,3.21678000,0.01504819
2018-01-21 02:31:35,sell,0.00467803,0.00992577,0.00004643
2018-01-21 02:32:51,buy,0.00467767,2.10365360,0.00984019
2018-01-21 02:38:05,sell,0.00467189,0.11098112,0.00051849
2018-01-21 02:40:14,sell,0.00464009,0.32326959,0.00149999
2018-01-21 02:40:14,sell,0.00464008,0.72369226,0.00335798
2018-01-21 02:40:14,sell,0.00464008,0.26895698,0.00124798
2018-01-21 02:44:24,sell,0.00464006,0.20282880,0.00094113
2018-01-21 02:47:13,sell,0.00464010,0.42668665,0.00197986
2018-01-21 02:48:15,buy,0.00464010,0.03760000,0.00017446
2018-01-21 02:48:34,buy,0.00464010,0.03760000,0.00017446
2018-01-21 02:49:21,buy,0.00464010,0.41463814,0.00192396
2018-01-21 02:49:26,buy,0.00464010,0.21551259,0.00099999
2018-01-21 02:49:38,buy,0.00464010,0.64653779,0.00299999
2018-01-21 02:50:06,buy,0.00464010,0.03760000,0.00017446
2018-01-21 02:51:57,sell,0.00464006,3.35879537,0.01558501
2018-01-21 02:52:00,sell,0.00464006,10.04645849,0.04661617
2018-01-21 02:52:00,sell,0.00463128,0.03728187,0.00017266
2018-01-21 02:53:35,sell,0.00463100,0.04395379,0.00020355
2018-01-21 02:53:38,buy,0.00463099,0.03760000,0.00017412
2018-01-21 02:53:50,buy,0.00464010,0.03760000,0.00017446
2018-01-21 02:54:05,sell,0.00462763,0.64698345,0.00299400
2018-01-21 02:54:05,sell,0.00462579,0.21617927,0.00099999
2018-01-21 02:54:05,sell,0.00461347,0.04000000,0.00018453
2018-01-21 02:54:05,sell,0.00461190,8.97450798,0.04138953
2018-01-21 03:00:23,buy,0.00464010,0.19960127,0.00092616
2018-01-21 03:07:23,sell,0.00462604,1.81868726,0.00841332
2018-01-21 03:07:23,sell,0.00462603,0.03581389,0.00016567
2018-01-21 03:07:23,sell,0.00461191,1.34346323,0.00619593
2018-01-21 03:07:34,buy,0.00467231,0.62948772,0.00294116
2018-01-21 03:09:41,sell,0.00461193,1.00000000,0.00461193
2018-01-21 03:09:48,sell,0.00461193,1.00000000,0.00461193
2018-01-21 03:09:56,sell,0.00461193,1.00000000,0.00461193
2018-01-21 03:14:41,buy,0.00466811,0.23095355,0.00107811
2018-01-21 03:14:41,buy,0.00466812,5.39895440,0.02520296
2018-01-21 03:15:59,buy,0.00461250,0.02858267,0.00013183
2018-01-21 03:15:59,buy,0.00466770,0.00901733,0.00004209
2018-01-21 03:23:03,sell,0.00463830,0.05726452,0.00026561
2018-01-21 03:25:19,buy,0.00463827,10.67254161,0.04950212
2018-01-21 03:27:39,sell,0.00462510,0.14535034,0.00067225
2018-01-21 03:27:39,sell,0.00461198,37.25108823,0.17180127
2018-01-21 03:31:20,sell,0.00461197,7.06890540,0.03260157
2018-01-21 03:31:20,sell,0.00461196,77.38900000,0.35691497
2018-01-21 03:37:33,buy,0.00466256,0.05484129,0.00025570
2018-01-21 03:51:51,sell,0.00463198,0.21402943,0.00099138
2018-01-21 04:02:50,sell,0.00461193,0.61877870,0.00285376
2018-01-21 04:16:48,buy,0.00464868,0.21370839,0.00099346
2018-01-21 04:16:48,sell,0.00465225,1.76823000,0.00822624
2018-01-21 04:17:03,sell,0.00465225,0.00945502,0.00004398
2018-01-21 04:23:39,sell,0.00463201,0.16772256,0.00077689
2018-01-21 04:23:39,buy,0.00462458,0.03760000,0.00017388
2018-01-21 04:23:40,buy,0.00462458,0.02205998,0.00010201
2018-01-21 04:23:45,sell,0.00461404,0.77000000,0.00355281
2018-01-21 04:30:20,buy,0.00463000,6.47948164,0.02999999
2018-01-21 04:33:10,sell,0.00461992,0.79875228,0.00369017
2018-01-21 04:34:41,sell,0.00461992,5.99289169,0.02768668
2018-01-21 04:35:22,sell,0.00461994,10.00000000,0.04619940
2018-01-21 04:35:29,sell,0.00461994,10.00000000,0.04619940
2018-01-21 04:35:37,sell,0.00461994,10.00000000,0.04619940
2018-01-21 04:35:44,sell,0.00461994,8.29000000,0.03829930
2018-01-21 04:42:27,sell,0.00462001,0.71000000,0.00328020
2018-01-21 04:46:11,sell,0.00464580,8.03196000,0.03731487
2018-01-21 04:46:14,sell,0.00464580,1.12000000,0.00520329
2018-01-21 04:46:15,sell,0.00464580,0.03497922,0.00016250
2018-01-21 04:46:24,sell,0.00464580,0.81306078,0.00377731
2018-01-21 04:46:33,sell,0.00462461,0.19000000,0.00087867
2018-01-21 04:48:26,buy,0.00462462,2.01531800,0.00932007
2018-01-21 04:50:00,buy,0.00465000,0.05218104,0.00024264
2018-01-21 04:57:16,sell,0.00462071,0.15853191,0.00073252
2018-01-21 04:57:16,sell,0.00462001,9.84146809,0.04546768
2018-01-21 04:57:23,sell,0.00462001,10.00000000,0.04620010
2018-01-21 04:57:32,sell,0.00462001,0.02453191,0.00011333
2018-01-21 04:57:32,sell,0.00462001,0.07074011,0.00032682
2018-01-21 04:57:32,sell,0.00462001,0.03246746,0.00014999
2018-01-21 04:57:32,sell,0.00462001,9.87226052,0.04560994
2018-01-21 04:57:38,sell,0.00462001,10.00000000,0.04620010
2018-01-21 04:57:48,sell,0.00462001,10.00000000,0.04620010
2018-01-21 04:57:56,sell,0.00462001,10.00000000,0.04620010
2018-01-21 04:58:03,sell,0.00462001,10.00000000,0.04620010
2018-01-21 04:58:09,sell,0.00462001,3.66000000,0.01690923
2018-01-21 04:58:12,sell,0.00462001,12.72173948,0.05877456
2018-01-21 04:58:12,sell,0.00462001,29.24644438,0.13511886
2018-01-21 04:58:12,buy,0.00462001,3.66000000,0.01690923
2018-01-21 04:58:13,buy,0.00465000,0.03760000,0.00017484
2018-01-21 04:58:26,sell,0.00462002,9.08400000,0.04196826
2018-01-21 04:58:26,sell,0.00462000,5.00000000,0.02310000
2018-01-21 04:58:50,sell,0.00461628,0.21521659,0.00099350
2018-01-21 04:58:52,buy,0.00461628,0.21486177,0.00099186
2018-01-21 04:58:56,sell,0.00461628,0.20165448,0.00093089
2018-01-21 04:59:00,sell,0.00461193,0.37000000,0.00170641
2018-01-21 04:59:16,sell,0.00461194,0.20165448,0.00093001
2018-01-21 04:59:16,sell,0.00461193,0.08834552,0.00040744
2018-01-21 05:00:17,sell,0.00461192,6.27019115,0.02891761
2018-01-21 05:00:36,sell,0.00461190,4.47869315,0.02065528
2018-01-21 05:00:44,sell,0.00461190,3.96603000,0.01829093
2018-01-21 05:00:46,sell,0.00461190,4.26380622,0.01966424
2018-01-21 05:00:47,buy,0.00461190,0.03760000,0.00017340
2018-01-21 05:00:51,buy,0.00461000,0.03760000,0.00017333
2018-01-21 05:00:52,sell,0.00460051,1.97000000,0.00906300
2018-01-21 05:02:26,sell,0.00460054,20.00000000,0.09201080
2018-01-21 05:02:39,buy,0.00461190,0.86869943,0.00400635
2018-01-21 05:02:41,buy,0.00461190,0.86905068,0.00400797
2018-01-21 05:02:43,buy,0.00461190,0.08141203,0.00037546
2018-01-21 05:03:04,buy,0.00461190,15.18083786,0.07001250
2018-01-21 05:04:20,sell,0.00462614,3.57642000,0.01654501
2018-01-21 05:04:31,sell,0.00462614,0.00816392,0.00003776
2018-01-21 05:04:36,sell,0.00460512,0.99000000,0.00455906
2018-01-21 05:08:19,buy,0.00462614,1.36812764,0.00632915
2018-01-21 05:08:23,buy,0.00462614,4.82094634,0.02230237
2018-01-21 05:09:35,buy,0.00462614,0.54040733,0.00249999
2018-01-21 05:10:32,sell,0.00460050,1.70000000,0.00782085
2018-01-21 05:10:39,sell,0.00460050,0.21497381,0.00098898
2018-01-21 05:10:47,sell,0.00460050,0.08502619,0.00039116
2018-01-21 05:10:47,sell,0.00460050,0.91497381,0.00420933
2018-01-21 05:11:10,buy,0.00462614,0.33700000,0.00155900
2018-01-21 05:11:31,sell,0.00460050,0.08502619,0.00039116
2018-01-21 05:11:32,sell,0.00460045,1.71317381,0.00788137
2018-01-21 05:11:46,buy,0.00460050,0.99988796,0.00459998
2018-01-21 05:11:47,buy,0.00460050,0.00011204,0.00000051
2018-01-21 05:11:47,buy,0.00462614,0.03748796,0.00017342
2018-01-21 05:13:52,sell,0.00460045,0.98901000,0.00454989
2018-01-21 05:13:53,sell,0.00460045,0.00224295,0.00001031
2018-01-21 05:13:54,buy,0.00460045,0.71119654,0.00327182
2018-01-21 05:13:54,buy,0.00460045,0.03760000,0.00017297
2018-01-21 05:13:55,buy,0.00462613,0.99966755,0.00462459
2018-01-21 05:13:58,sell,0.00460023,0.11673872,0.00053702
2018-01-21 05:14:04,sell,0.00460000,0.13000000,0.00059800
2018-01-21 05:14:40,sell,0.00461329,0.03594720,0.00016583
2018-01-21 05:14:45,sell,0.00460000,0.01077880,0.00004958
2018-01-21 05:14:45,sell,0.00460000,0.12824224,0.00058991
2018-01-21 05:14:45,sell,0.00460000,0.17031557,0.00078345
2018-01-21 05:14:45,sell,0.00460000,0.13482682,0.00062020
2018-01-21 05:14:45,sell,0.00460000,0.12987170,0.00059740
2018-01-21 05:14:45,sell,0.00460000,0.12926899,0.00059463
2018-01-21 05:14:45,sell,0.00460000,0.25669588,0.00118080
2018-01-21 05:15:53,sell,0.00460459,1.00000000,0.00460459
2018-01-21 05:16:39,sell,0.00460459,4.43000000,0.02039833
2018-01-21 05:20:31,sell,0.00460000,0.16695186,0.00076797
2018-01-21 05:20:31,sell,0.00460000,0.36575625,0.00168247
2018-01-21 05:20:31,sell,0.00460000,0.14727500,0.00067746
2018-01-21 05:20:31,sell,0.00460000,0.30133958,0.00138616
2018-01-21 05:20:59,buy,0.00463306,0.42921839,0.00198859
2018-01-21 05:20:59,buy,0.00464561,1.06478161,0.00494656
2018-01-21 05:21:07,sell,0.00459947,0.69000000,0.00317363
2018-01-21 05:23:33,sell,0.00459947,0.53000000,0.00243771
2018-01-21 05:23:49,sell,0.00459947,1.37000000,0.00630127
2018-01-21 05:24:11,sell,0.00459947,1.00000000,0.00459947
2018-01-21 05:24:15,sell,0.00459947,14.81517000,0.06814192
2018-01-21 05:26:45,sell,0.00459947,2.57750957,0.01185517
2018-01-21 05:33:20,sell,0.00462164,25.35462000,0.11717992
2018-01-21 05:33:22,sell,0.00462164,3.96536775,0.01832650
2018-01-21 05:37:52,sell,0.00459947,0.87941000,0.00404481
2018-01-21 05:42:52,sell,0.00459947,5.69430000,0.02619076
2018-01-21 05:44:32,sell,0.00459947,8.00000000,0.03679576
2018-01-21 05:44:52,sell,0.00462202,0.29317538,0.00135506
2018-01-21 05:49:12,sell,0.00459947,3.29100000,0.01513685
2018-01-21 05:49:14,sell,0.00459947,3.10000000,0.01425835
2018-01-21 05:49:16,sell,0.00459947,1.40000000,0.00643925
2018-01-21 05:49:45,sell,0.00459947,3.08600000,0.01419396
2018-01-21 05:49:53,sell,0.00459947,1.00000000,0.00459947
2018-01-21 05:58:51,sell,0.00459947,1.73888094,0.00799793
2018-01-21 05:59:43,sell,0.00459947,4.99500000,0.02297435
2018-01-21 06:00:00,sell,0.00459947,4.99500000,0.02297435
2018-01-21 06:02:31,sell,0.00459947,4.99500000,0.02297435
2018-01-21 06:03:18,sell,0.00461074,9.10308987,0.04197198
2018-01-21 06:03:28,sell,0.00459947,21.47810040,0.09878787
2018-01-21 06:03:34,sell,0.00459947,1.95254550,0.00898067
2018-01-21 06:03:59,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:00,sell,0.00459947,8.43000000,0.03877353
2018-01-21 06:04:01,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:07,sell,0.00459947,9.00000000,0.04139523
2018-01-21 06:04:08,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:08,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:15,sell,0.00459947,9.00000000,0.04139523
2018-01-21 06:04:16,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:16,sell,0.00459947,10.00000000,0.04599470
2018-01-21 06:04:18,sell,0.00459947,39.89000000,0.18347285
2018-01-21 06:05:36,sell,0.00459947,1.66000000,0.00763512
2018-01-21 06:05:36,sell,0.00459947,6.24000000,0.02870069
2018-01-21 06:05:41,sell,0.00459947,6.24000000,0.02870069
2018-01-21 06:07:50,sell,0.00459947,20.32321431,0.09347601
2018-01-21 06:07:58,sell,0.00459947,1.00000000,0.00459947
2018-01-21 06:08:04,sell,0.00459947,0.51000000,0.00234572
2018-01-21 06:09:34,sell,0.00459947,1.99508887,0.00917635
2018-01-21 06:09:46,sell,0.00459947,4.67142612,0.02148608
2018-01-21 06:09:47,buy,0.00459947,1.30423714,0.00599879
2018-01-21 06:09:48,buy,0.00459947,1.30097654,0.00598380
2018-01-21 06:09:48,sell,0.00459946,1.19592083,0.00550059
2018-01-21 06:09:53,sell,0.00459048,0.21463526,0.00098527
2018-01-21 06:09:54,buy,0.00459048,0.21897957,0.00100522
2018-01-21 06:09:56,buy,0.00459048,0.01638517,0.00007521
2018-01-21 06:09:56,buy,0.00459946,0.02121483,0.00009757
2018-01-21 06:10:04,buy,0.00459946,0.30156986,0.00138705
2018-01-21 06:10:09,sell,0.00459946,0.21741683,0.00100000
2018-01-21 06:10:11,sell,0.00458497,0.03765846,0.00017266
2018-01-21 06:10:11,sell,0.00458209,4.10709696,0.01881908
2018-01-21 06:10:14,buy,0.00457947,0.03760000,0.00017218
2018-01-21 06:10:15,sell,0.00457658,0.02685005,0.00012288
2018-01-21 06:10:17,buy,0.00457658,0.03760000,0.00017207
2018-01-21 06:10:22,buy,0.00459946,0.64161662,0.00295108
2018-01-21 06:10:23,sell,0.00457658,0.02185038,0.00010000
2018-01-21 06:10:25,buy,0.00457658,0.03760000,0.00017207
2018-01-21 06:10:29,sell,0.00457654,0.32775836,0.00149999
2018-01-21 06:10:38,sell,0.00457490,0.21858369,0.00099999
2018-01-21 06:10:39,buy,0.00457490,0.03760000,0.00017201
2018-01-21 06:10:39,buy,0.00457490,0.05248080,0.00024009
2018-01-21 06:11:02,sell,0.00457448,0.09356270,0.00042800
2018-01-21 06:11:02,sell,0.00457050,0.10832294,0.00049508
2018-01-21 06:11:02,sell,0.00457000,0.60000088,0.00274200
2018-01-21 06:11:02,sell,0.00456980,0.08061841,0.00036841
2018-01-21 06:11:05,buy,0.00456900,0.03760000,0.00017179
2018-01-21 06:11:09,buy,0.00456900,0.93204639,0.00425851
2018-01-21 06:11:20,sell,0.00456561,1.00000000,0.00456561
2018-01-21 06:11:20,sell,0.00456472,0.04381429,0.00019999
2018-01-21 06:11:20,sell,0.00456469,0.04409548,0.00020128
2018-01-21 06:11:20,sell,0.00456099,2.50000000,0.01140247
2018-01-21 06:11:20,sell,0.00455806,1.26767528,0.00577813
2018-01-21 06:11:20,sell,0.00455756,0.43883130,0.00199999
2018-01-21 06:11:20,sell,0.00455335,0.17780000,0.00080958
2018-01-21 06:11:20,sell,0.00455298,0.04370000,0.00019896
2018-01-21 06:11:20,sell,0.00455248,0.04370000,0.00019894
2018-01-21 06:11:20,sell,0.00455194,0.04370000,0.00019891
2018-01-21 06:11:20,sell,0.00455117,0.04370000,0.00019888
2018-01-21 06:11:20,sell,0.00455000,0.10000000,0.00045500
2018-01-21 06:11:20,sell,0.00454887,0.04370000,0.00019878
2018-01-21 06:11:20,sell,0.00453912,0.03803884,0.00017266
2018-01-21 06:11:20,sell,0.00453806,1.28445104,0.00582891
2018-01-21 06:11:27,buy,0.00456900,0.21886627,0.00099999
2018-01-21 06:11:59,buy,0.00456900,1.09000000,0.00498021
2018-01-21 06:12:43,buy,0.00456900,3.30488071,0.01509999
2018-01-21 06:12:55,sell,0.00454022,0.10904317,0.00049507
2018-01-21 06:12:55,buy,0.00454022,0.28544200,0.00129596
2018-01-21 06:13:00,buy,0.00454022,0.00010999,0.00000049
2018-01-21 06:13:00,buy,0.00456900,0.03749001,0.00017129
2018-01-21 06:13:09,buy,0.00456900,5.04956091,0.02307144
2018-01-21 06:13:09,buy,0.00456900,1.93933835,0.00886083
2018-01-21 06:13:09,buy,0.00456900,4.13548351,0.01889502
2018-01-21 06:13:16,buy,0.00459938,0.26090473,0.00119999
2018-01-21 06:13:22,buy,0.00458660,0.09081535,0.00041653
2018-01-21 06:16:12,sell,0.00455702,0.09067768,0.00041322
2018-01-21 06:16:12,sell,0.00453808,0.33053626,0.00149999
2018-01-21 06:16:12,buy,0.00453808,77.15736998,0.35014631
2018-01-21 06:16:12,buy,0.00453808,11.02236100,0.05002035
2018-01-21 06:16:12,buy,0.00453808,0.00012042,0.00000054
2018-01-21 06:16:55,sell,0.00453806,2.37787297,0.01079093
2018-01-21 06:17:04,buy,0.00458407,12.18350603,0.05585004
2018-01-21 06:18:46,sell,0.00455520,0.05959782,0.00027147
2018-01-21 06:18:46,sell,0.00453809,8.19697999,0.03719863
2018-01-21 06:18:46,sell,0.00453806,2.24342219,0.01018078
2018-01-21 06:27:42,sell,0.00453807,0.21831911,0.00099074
2018-01-21 06:29:28,buy,0.00457676,0.10924759,0.00050000
2018-01-21 06:33:39,buy,0.00457676,7.41573076,0.03394001
2018-01-21 06:33:42,sell,0.00457676,3.51000000,0.01606442
2018-01-21 06:33:49,sell,0.00457676,0.00618833,0.00002832
2018-01-21 06:33:57,sell,0.00454793,0.09102163,0.00041396
2018-01-21 06:33:57,sell,0.00454793,0.07217130,0.00032823
2018-01-21 06:33:58,buy,0.00454793,0.03760000,0.00017100
2018-01-21 06:34:03,sell,0.00453808,0.79000000,0.00358508
2018-01-21 06:40:35,sell,0.00453808,0.50000000,0.00226904
2018-01-21 06:40:35,sell,0.00453807,1.38788516,0.00629832
2018-01-21 06:40:35,buy,0.00453807,5.01170000,0.02274344
2018-01-21 06:40:36,buy,0.00453807,0.03760000,0.00017063
2018-01-21 06:40:36,buy,0.00453807,5.00689575,0.02272164
2018-01-21 06:40:37,sell,0.00453806,1.77247200,0.00804358
2018-01-21 06:41:10,sell,0.00453806,8.00000000,0.03630448
2018-01-21 06:41:32,sell,0.00453806,0.20000000,0.00090761
2018-01-21 06:41:59,buy,0.00453807,0.22035799,0.00099999
2018-01-21 06:42:52,buy,0.00453807,0.02203580,0.00010000
2018-01-21 06:42:59,buy,0.00453807,0.22035799,0.00099999
2018-01-21 06:44:44,buy,0.00453807,0.28429493,0.00129015
2018-01-21 06:46:11,buy,0.00453807,0.38358157,0.00174072
2018-01-21 06:46:35,sell,0.00453806,0.25993049,0.00117958
2018-01-21 06:46:36,sell,0.00453806,17.53066833,0.07955522
2018-01-21 06:46:42,sell,0.00453806,0.20000000,0.00090761
2018-01-21 06:47:00,buy,0.00453807,10.73541122,0.04871804
2018-01-21 06:47:00,buy,0.00453807,0.18623715,0.00084515
2018-01-21 06:53:20,sell,0.00456702,0.16544433,0.00075558
2018-01-21 06:53:26,sell,0.00453806,0.38000000,0.00172446
2018-01-21 06:53:55,buy,0.00457617,0.09786568,0.00044784
2018-01-21 06:55:50,sell,0.00454666,0.09179486,0.00041736
2018-01-21 06:55:51,buy,0.00454666,0.03760000,0.00017095
2018-01-21 06:55:55,sell,0.00454597,0.07060000,0.00032094
2018-01-21 07:01:04,buy,0.00454500,0.51993900,0.00236312
2018-01-21 07:04:32,sell,0.00453807,1.00000000,0.00453807
2018-01-21 07:04:33,buy,0.00453807,0.03760000,0.00017063
2018-01-21 07:04:43,buy,0.00453807,0.02203580,0.00010000
2018-01-21 07:05:03,buy,0.00453807,0.02203580,0.00010000
2018-01-21 07:07:19,buy,0.00453807,0.02203580,0.00010000
2018-01-21 07:08:51,sell,0.00453806,11.38114980,0.05164834
2018-01-21 07:10:21,buy,0.00453807,3.38123400,0.01534427
2018-01-21 07:11:06,sell,0.00453806,0.20000000,0.00090761
2018-01-21 07:16:46,buy,0.00453807,0.00000043,0.00000000
2018-01-21 07:16:46,buy,0.00456880,0.21431331,0.00097915
2018-01-21 07:16:46,buy,0.00458130,0.11622326,0.00053245
2018-01-21 07:20:13,sell,0.00453807,0.31410298,0.00142542
2018-01-21 07:20:36,buy,0.00453807,0.68810772,0.00312268
2018-01-21 07:20:40,sell,0.00455900,10.00000000,0.04559000
2018-01-21 07:20:46,sell,0.00455900,7.39000000,0.03369101
2018-01-21 07:20:53,sell,0.00455900,0.13000000,0.00059267
2018-01-21 07:20:54,sell,0.00455900,10.00000000,0.04559000
2018-01-21 07:20:59,sell,0.00455900,10.00000000,0.04559000
2018-01-21 07:21:01,sell,0.00455900,10.00000000,0.04559000
2018-01-21 07:21:09,sell,0.00455900,5.01000000,0.02284059
2018-01-21 07:21:18,sell,0.00455900,10.00000000,0.04559000
2018-01-21 07:21:28,sell,0.00455900,0.39233316,0.00178864
2018-01-21 07:21:32,sell,0.00453806,0.61000000,0.00276821
2018-01-21 07:21:41,sell,0.00453806,4.48000000,0.02033050
2018-01-21 07:21:48,sell,0.00453806,0.00424309,0.00001925
2018-01-21 07:21:48,sell,0.00453711,0.42964307,0.00194933
2018-01-21 07:21:49,buy,0.00453505,0.03760000,0.00017051
2018-01-21 07:21:51,buy,0.00453505,0.43371185,0.00196690
2018-01-21 07:21:55,sell,0.00453400,0.09000000,0.00040806
2018-01-21 07:22:05,buy,0.00457321,0.05890392,0.00026937
2018-01-21 07:23:56,sell,0.00453400,4.64546491,0.02106253
2018-01-21 07:28:57,buy,0.00456974,0.02455077,0.00011219
2018-01-21 07:28:59,buy,0.00456974,0.02473746,0.00011304
2018-01-21 07:29:21,sell,0.00453400,0.02426113,0.00010999
2018-01-21 07:32:26,sell,0.00455000,0.02848132,0.00012959
2018-01-21 07:32:32,sell,0.00453401,0.17150000,0.00077758
2018-01-21 07:33:16,sell,0.00453401,16.13308846,0.07314758
2018-01-21 07:35:56,sell,0.00453400,5.62000047,0.02548108
2018-01-21 07:37:01,sell,0.00453300,0.24586338,0.00111449
2018-01-21 07:37:01,sell,0.00453081,0.02712126,0.00012288
2018-01-21 07:37:01,sell,0.00453077,0.33106921,0.00149999
